,name,occupation,dob,country
1128,Masoud Kimiai ,"film director, screenwriter, producer",,iran
1129,Parviz Kimiavi ,"film director, screenwriter",,iran
1130,Kamshad Kooshan ,"movie writer, director",,iran
1131,Nikahang Kowsar ,cartoonist,,iran
1132,Fariborz Lachini ,"composer, music producer",,iran
1133,Tannaz Lahiji ,artist,,iran
1134,Mohammad-Reza Lotfi ,musician,,iran
1135,Andranik Madadian ,"singer, songwriter",,iran
1136,Mahasti ,singer,,iran
1137,Mahmud Mahmud ,"politician, historian",,iran
1138,Majid Majidi ,"film director, film producer, screenwriter",,iran
1139,Mohsen Makhmalbaf ,"film director, writer, editor, producer",,iran
1140,Samira Makhmalbaf ,"filmmaker, script writer",,iran
1141,Iman Maleki ,painter,,iran
1142,Rosie Malek-Yonan ,"actress, author, director, activist",,iran
1143,Lotfi Mansouri ,opera director,,iran
1144,Javad Maroufi ,"composer, pianist",,iran
1145,Marzieh ,singer,,iran
1146,Alireza Mashayekhi ,"musician, composer, conductor",,iran
1147,Jamshid Mashayekhi,actor,,iran
1148,Nader Mashayekhi ,composer,,iran
1149,Haik Hovsepian Mehr ,"bishop, Christian martyr",,iran
1150,Dariush Mehrjui ,"director, screenwriter, producer, film editor",,iran
1151,Farshid Mesghali ,"graphic designer, illustrator, animator, author",,iran
1152,Parviz Meshkatian ,"composer, musician",,iran
1153,Ali Meshkini ,"politician, cleric",,iran
1154,Shahrokh Meskoob ,"writer, translator, scholar",,iran
1155,Arash Miresmaeili ,"Olympic medalist, judoka",,iran
1156,Hassan Modarres ,cleric,,iran
1157,Mehran Modiri ,"actor, director",,iran
1158,Moein ,singer,,iran
1159,Shaul Mofaz ,politician,,iran
1160,Hengameh Mofid ,"actress, director, dramatist",,iran
1161,Nasser Moghadam ,last chief of SAVAK,,iran
1162,Ata'ollah Mohajerani ,"historian, politician, journalist, author",,iran
1163,Ali Akbar Mohtashamipur ,"cleric, politician",,iran
1164,Rasoul Mollagholipour ,"director, screenwriter, producer",,iran
1165,Morteza Momayez ,graphic designer,,iran
1166,Hossein Monzavi ,lyricist,,iran
1167,Elshan Moradi ,chess grandmaster,,iran
1168,Ali Mosaffa ,"actor, director",,iran
1169,Farhad Moshiri ,artist,,iran
1170,Mohammad Mossadeq ,former prime minister,,iran
1171,Sina Motalebi ,journalist,,iran
1172,Noreen Motamed ,painter,,iran
1173,Fatemeh Motamed-Arya ,actress,,iran
1174,Ahmad Motamedi ,politician,,iran
1175,Hamid Motebassem ,musician,,iran
1176,Mir-Hossein Mousavi ,former prime minister,,iran
1177,Mohammad Mousavi ,musician,,iran
1178,Abdolvahed Mousavi-Lari ,politician,,iran
1179,Abdollah Movahed ,"Olympic medalist, wrestler",,iran
1180,Ebrahim Nabavi ,"satirist, writer, diarist",,iran
1181,Amir Naderi ,"film director, screenwriter",,iran
1182,Mahdi Bemani Naeini ,"film director, cinematographer, news producer",,iran
1183,Ahmad Najafi ,"actor, producer",,iran
1184,Mohammad-Ali Najafi ,politician,,iran
1185,Mahmoud Namjoo ,"Olympic medalist, weight lifter",,iran
1186,Mohsen Namjoo ,"singer, songwriter, musician",,iran
1187,Ehsan Naraghi ,"sociologist, writer",,iran
1188,Hossein Nasr ,philosopher,,iran
1189,Nematollah Nassiri ,former director of SAVAK,,iran
1190,Ali Nassirian ,actor,,iran
1191,Ali Akbar Nategh-Nouri ,politician,,iran
1192,Shahram Nazeri ,"singer, composer",,iran
1193,Ezzat Negahban ,archaeologist,,iran
1194,Mana Neyestani ,"cartoonist, illustrator",,iran
1195,Touka Neyestani ,cartoonist,,iran
1196,Roya Nonahali ,actress,,iran
1197,Mohsen Nourbakhsh ,"economist, banker",,iran
1198,Abdollah Nouri ,"politician, cleric",,iran
1199,Parviz Nouri ,"director, film critic, screenwriter",,iran
1200,Alireza Nourizadeh ,"scholar, literary figure, journalist",,iran
1201,Guity Novin ,"painter, graphic designer",,iran
1202,Kazem Ordoobadi ,painter,,iran
1203,Mostafa Oskooyi ,"actor, director",,iran
1204,Mahin Oskouei ,theater director,,iran
1205,Ashraf Pahlavi ,princess,,iran
1206,Farah Pahlavi ,"former queen, empress",,iran
1207,Leila Pahlavi ,princess,,iran
1208,Reza Pahlavi ,crown prince,,iran
1209,Hassan Pakravan ,diplomat,,iran
1210,Bijan Pakzad ,menswear and fragrance designer,,iran
1211,Jafar Panahi ,"film director, producer, editor, writer",,iran
1212,Parviz Parastui ,"actor, singer",,iran
1213,Shadi Paridar ,chess grandmaster,,iran
1214,Parisa ,"singer, musician",,iran
1215,Asghar Parsa,spokesperson National Front,,iran
1216,Farrokhroo Parsa ,"physician, educator, parliamentarian",,iran
1217,Shahrnush Parsipur ,novelist,,iran
1218,Babak Payami ,film director,,iran
1219,Faramarz Payvar ,"composer, musician",,iran
1220,Shahkar Binesh Pazhooh ,"poet, songwriter, singer",,iran
1221,Nasim Pedrad ,"actress, comedian",,iran
1222,Ahmad Pejman ,composer,,iran
1223,Paul the Persian ,philosopher,,iran
1224,Colonel Mohammad Taqi-Khan Pessian ,military leader,,iran
1225,Mahaya Petrosian ,actress,,iran
1226,Habibollah Peyman ,politician,,iran
1227,Parsa Pirouzfar ,"actor, theater director",,iran
1228,Zoya Pirzad ,"writer, novelist",,iran
1229,Laleh Pourkarim ,"singer, songwriter",,iran
1230,Pyruz ,"singer, songwriter, composer",,iran
1231,Saeed Rad ,"actor, playwright",,iran
1232,Bahram Radan ,actor,,iran
1233,Akbar Radi ,playwright,,iran
1234,Ali Rahbari ,"composer, conductor",,iran
1235,Ramin Rahimi ,"musician, composer",,iran
1236,Alireza Rajaei ,journalist,,iran
1237,Kazem Rajavi ,"human rights advocate, politician",,iran
1238,Maryam Rajavi ,politician,,iran
1239,Masoud Rajavi ,militant opposition leader,,iran
1240,Abdollah Ramezanzadeh ,"academic, writer, politician",,iran
1241,Behzad Ranjbaran ,composer,,iran
1242,Davoud Rashidi ,actor,,iran
1243,Jalil Rasouli ,"calligrapher, artist",,iran
1244,Freydoon Rassouli,painter,,iran
1245,Amir Shahab Razavian ,"film director, filmmaker, producer",,iran
1246,Ali Razmara ,"former prime minister, military leader",,iran
1247,Jahangir Razmi ,photographer,,iran
1248,Mohammad Reza ,former Shah,,iran
1249,Mohsen Rezaee ,politician,,iran
1250,Alireza Rezaei ,"Olympic medalist, wrestler",,iran
1251,Hossein Rezazadeh ,"Olympic medalist, weight lifter",,iran
1252,Anoushiraven Rohani ,"pianist, songwriter",,iran
1253,Shahrdad Rohani ,"composer, violinist, pianist, conductor",,iran
1254,Susan Roshan ,singer,,iran
1255,Homa Rousta ,actress,,iran
1256,Hassan Rowhani ,"politician, cleric",,iran
1257,Ahmad Saatchian ,actor,,iran
1258,Abolhasan Saba ,"musician, composer",,iran
1259,Ali Akbar Sadeghi ,painter,,iran
1260,Ghotbeddin Sadeghi ,"director, playwright, actor",,iran
1261,Reza Sadeghi ,"singer, songwriter",,iran
1262,Abolhassan Khan Sadighi ,"sculptor, painter",,iran
1263,Gholam Hossein Sadighi ,politician,,iran
1264,Musa al-Sadr ,philosopher,,iran
1265,Shadi Sadr ,"lawyer, journalist, activist",,iran
1266,Mehid Saeedi ,artist,,iran
1267,Zabihollah Safa ,scholar,,iran
1268,Navvab Safavi ,cleric,,iran
1269,Ezzatollah Sahabi ,"scholar, humanitarian, activist, politician",,iran
1270,Yadollah Sahabi ,"scholar, writer, reformist, politician",,iran
1271,Kiawasch Sahebnassagh ,"composer, researcher",,iran
1272,Abolmohsen Salemi ,"journalist, lawyer, poet, writer",,iran
1273,Mojtaba Saminejad ,blogger,,iran
1274,Karim Sanjabi ,politician,,iran
1275,Heshmat Sanjari ,"conductor, composer",,iran
1276,Behnaz Sarafpour ,fashion designer,,iran
1277,Hassan Sattar ,singer,,iran
1278,Mohammad Sattarifar ,"economist, former vice president",,iran
1279,Parviz Sayyad ,"actor, film director",,iran
1280,Abdolhossein Sepanta ,"film director, producer",,iran
1281,Sohrab Sepehri ,"poet, painter",,iran
1282,Mohammad Mojtahed Shabestari ,philosopher,,iran
1283,Shahram Shabpareh ,"singer, songwriter",,iran
1284,Nadir Shah ,former ruler of Persia,,iran
1285,Naser al-Din Shah ,former king,,iran
1286,Alireza Shapour Shahbazi ,archeologist,,iran
1287,Sohrab Shahid-Saless ,filmmaker,,iran
1288,Sadegh Malek Shahmirzadi ,archeologist,,iran
1289,Moshir Habibollah Homayoun Shahrdar ,pianist,,iran
1290,Homayoun Shajarian ,vocalist,,iran
1291,Mohammad-Reza Shajarian ,"composer, singer",,iran
1292,Khosrow Shakibai ,actor,,iran
1293,Ali Shamkhani ,"navy admiral, politician",,iran
1294,Ahmad Shamlou ,"poet, journalist",,iran
1295,Mohammad Shams ,"conductor, composer",,iran
1296,Vahid Shamsaei ,musician,,iran
1297,Ali Shariati ,revolutionary,,iran
1298,Hossein Shariatmadari ,editor,,iran
1299,Mohammad-Reza Sharifinia ,actor,,iran
1300,Dariush Shayegan ,theorist,,iran
1301,Jamileh Sheykhi ,actress,,iran
1302,Kamran Shirdel ,documentarist,,iran
1303,Ghobad Shiva ,graphic designer,,iran
1304,Daryush Shokof ,"film director, writer, film producer",,iran
1305,Younes Shokrkhah ,journalist,,iran
1306,Khosrow Sinai ,film director,,iran
1307,Shohreh Solati ,singer,,iran
1308,Bahar Soomekh ,"actress, environmental activist",,iran
1309,Abdolkarim Soroush ,philosopher,,iran
1310,Jazeh Tabatabai ,"painter, poet, sculptor",,iran
1311,Kamal Tabrizi ,film director,,iran
1312,Ahmad Tafazzoli ,linguist,,iran
1313,Nasser Taghvai ,"film director, screenwriter",,iran
1314,Ali Tajvidi ,"musician, composer, violinist, songwriter",,iran
1315,Seyyed Mostafa Tajzadeh ,politician,,iran
1316,Gholamreza Takhti ,"Olympic medalist, wrestler",,iran
1317,Mahmoud Taleghani ,"theologian, humanist",,iran
1318,Parviz Tanavoli ,sculptor,,iran
1319,Mohammad Ali Taraghijak ,painter,,iran
1320,Susan Taslimi ,"actress, film director, screenwriter",,iran
1321,Ahmad Tavakkoli ,politician,,iran
1322,Hedieh Tehrani ,actress,,iran
1323,Hossein Tehrani ,musician,,iran
1324,Roya Teymourian,actress,,iran
1325,Hossein Valamanesh ,artist,,iran
1326,Ali Khan Vali ,photographer,,iran
1327,Mohsen Vaziri-Moghaddam ,painter,,iran
1328,Viguen ,singer,,iran
1329,Alfred Yaghobzadeh ,photographer,,iran
1330,Parviz Yahaghi ,"composer, violinist",,iran
1331,Peyman Yazdanian ,"pianist, composer",,iran
1332,Ebrahim Yazdi ,"politician, diplomat",,iran
1333,Manoucher Yektai ,artist,,iran
1334,Fazlollah Zadedi ,"former prime minister, army general",,iran
1335,Ardeshir Zahedi ,diplomat,,iran
1336,Mahla Zamani ,fashion designer,,iran
1337,Merila Zarei ,actress,,iran
1338,Habib Zargarpour ,art director,,iran
1339,Hossein Zenderoudi ,"painter, sculptor",,iran
1340,Jalal Zolfonun ,"musician, composer",,iran
1341,Mahmoud Zoufonoun ,musician,,iran
1342,Roqia Abubakr,women's rights activist,,afghanistan
1343,Javed Ahmadi,cricketer,,afghanistan
1344,Ahmad Shah Ahmadzai,"politician, former prime minister",,afghanistan
1345,Fatema Akbari,"entrepreneur, woman's rights advocate",,afghanistan
1346,Ehsan Aman,singer,,afghanistan
1347,Hafizullah Amin,former president,,afghanistan
1348,Mirwais Ashraf,cricketer,,afghanistan
1349,Siddiq Barmak,"film director, producer, screenwriter",,afghanistan
1350,Haji Mohammad Chamkani,former vice-president,,afghanistan
1351,Abdul Qadir Dagarwal,leader Afghan Air Force squadron,,afghanistan
1352,Farhad Darya,"singer, composer",,afghanistan
1353,General Mohammed Daud Daud,former police chief,,afghanistan
1354,Mamoon Eshaq,singer,,afghanistan
1355,Masuma Esmati-Wardak,"writer, politician",,afghanistan
1356,Mohammad Nur Ahmad Etemadi,"diplomat, former prime minister",,afghanistan
1357,Ravan A. G. Farhadi,"former prime minister, diplomat, linguist, researcher",,afghanistan
1358,Abdul Rahim Ghafoorzai,"diplomat, former prime minister of Northern Alliance",,afghanistan
1359,Mir Ghulam Mohammad Ghobar,"historian, journalist, politician, poet",,afghanistan
1360,Qamar Gula,singer,,afghanistan
1361,Abdul Hai Habibi,historian,,afghanistan
1362,"Mohammad Kabir Hakim ""Engineer""","partner in relief rehabilitation, reconstruction of Afghanistan",,afghanistan
1363,Abdul Rahim Hatef,politician,,afghanistan
1364,Gulbuddin Hekmatyar,former prime minister,,afghanistan
1365,Khaled Hosseini,"novelist, physician",,afghanistan
1366,Hamza Hotak,cricketer,,afghanistan
1367,Mozhdah Jamalzadah,"singer, actress",,afghanistan
1368,Malalai Joya,"activist, writer, politician",,afghanistan
1369,Mohammed Abdul Kabir,senior member Taliban leadership,,afghanistan
1370,Meena Keshwar Kamal,women's rights activist,,afghanistan
1371,Haji Kamran,actor,,afghanistan
1372,Babrak Karmal,"former prime minister, former president",,afghanistan
1373,Hamid Karzai,president,,afghanistan
1374,Sultan Ali Keshtmand,former prime minister,,afghanistan
1375,Khalilullah Khalili,"poet, historian",,afghanistan
1376,Fazal Haq Khaliqyar,politician,,afghanistan
1377,Emir Amanullah Khan,former king,,afghanistan
1378,Mohammed Daoud Khan,"former prime minister, former president",,afghanistan
1379,Sardar Mohammad Hashim Khan,former prime minister,,afghanistan
1380,Shah Mahmud Khan,former prime minister,,afghanistan
1381,Abdul Sabur Farid Kohistani,former prime minister,,afghanistan
1382,Osama bin Laden,Afghan resistance member (born in Saudi Arabia),,afghanistan
1383,Mohammad Hashim Maiwandwal,former prime minister,,afghanistan
1384,Nawroz Mangal,cricketer,,afghanistan
1385,Mamnoon Maqsoodi,actor,,afghanistan
1386,Ahmad Shah Massoud,military leader,,afghanistan
1387,Abdul Ahad Mohmand,"aviator, cosmonaut",,afghanistan
1388,Sibghatullah Mojaddedi,former president,,afghanistan
1389,Sultan Munadi,"journalist, reporter, translator",,afghanistan
1390,Shafiq Mureed,singer,,afghanistan
1391,Mohammad Nabi,cricketer,,afghanistan
1392,Naghma,singer,,afghanistan
1393,Gulbudeen Naib,cricketer,,afghanistan
1394,Mohammand Najibullah,former president,,afghanistan
1395,Latif Nangarhari,singer,,afghanistan
1396,Nashenas,singer,,afghanistan
1397,Fariba Nawa,journalist,,afghanistan
1398,Abdul Wahid Nazari,"film writer, film director, producer",,afghanistan
1399,Mohammed Omar,Taliban leader,,afghanistan
1400,Nasrat Parsa,singer,,afghanistan
1401,Burhanuddin Rabbani,former president,,afghanistan
1402,Arsala Rahmani,former prime minister,,afghanistan
1403,Abdul Shakoor Rashad,"historian, researcher, writer",,afghanistan
1404,Rumi,poet,,afghanistan
1405,Karim Sadiq,cricketer,,afghanistan
1406,Haidar Salim,singer,,afghanistan
1407,Hankim Sanai,poet,,afghanistan
1408,Dawood Sarkhosh,"poet, singer, musician",,afghanistan
1409,Mohammad Musa Shafiq,former prime minister,,afghanistan
1410,Zahir Shah,last king of Afghanistan,,afghanistan
1411,Mohammad Shahzad,cricketer,,afghanistan
1412,Mohammad Hasan Sharq,former prime minister,,afghanistan
1413,Samiullah Shinwari,cricketer,,afghanistan
1414,Asghar Stanikzai,cricketer,,afghanistan
1415,Nur Muhammad Taraki,"politician, statesman",,afghanistan
1416,Mahmud Tarzi,"""father"" Afghan journalism",,afghanistan
1417,Zemaryalai Tarzi,archaeologist,,afghanistan
1418,Ahmad Wali,singer,,afghanistan
1419,Shah Wali,singer,,afghanistan
1420,Sakena Yacoobi,founder Afghan Institute of Learning,,afghanistan
1421,Abdullah Yaqta,politician,,afghanistan
1422,Mohammad Yusuf,former prime minister,,afghanistan
1423,Abdul Majid Zabuli,founder Afghanistan banking system,,afghanistan
1424,Dawlat Zadran,cricketer,,afghanistan
1425,Abdul Zahir,former prime minister,,afghanistan
1426,Ahmad Zahir,"singer, songwriter, composer",,afghanistan
1427,Mohammad Din Zakhil,"singer, composer",,afghanistan
1428,Bhanubhakta Achary,poet,,nepal
1429,Bodhraj Acharya,scientist,,nepal
1430,Hari Bansha Acharya,"actor, comedian",,nepal
1431,Mukta Ram Acharya,actor,,nepal
1432,Man Mohan Adhikari,former prime minister,,nepal
1433,Nisha Adhikari,actress,,nepal
1434,Queen Aishwarya,former Queen of Nepal,,nepal
1435,Araniko,artist,,nepal
1436,Binil Aryal,astrophysicist,,nepal
1437,Jharana Bajracharya,actress,,nepal
1438,Sahana Bajracharya,television anchor,,nepal
1439,Lain Singh Bangdel,"scholar, novelist, painter, art historian",,nepal
1440,Amisha Basnet,"actress, dancer",,nepal
1441,Baburam Bhattari,prime minister,,nepal
1442,Krishna Prasad Bhattarai,political leader,,nepal
1443,Pampha Bhusal,politician,,nepal
1444,Bhuwan K.C.,"actor, producer",,nepal
1445,Aama Bombo (Buddhi Maya Lama),"spiritual leader, shaman",,nepal
1446,Giri Prasad Burathoki,politician,,nepal
1447,Dayaram Dahal,film director,,nepal
1448,Subodh Das,"scientist, engineer, inventor",,nepal
1449,Sher Bahadur Deuba,former prime minister,,nepal
1450,Birendra Bir Bikram Shah Dev,former king,,nepal
1451,Dipendra Bir Bikram Shah Dev,royal family member,,nepal
1452,Gyanendra Bir Bikram Shah Dev,deposed king,,nepal
1453,Mahendra Bir Bikram Shah Dev,former king,,nepal
1454,Laxmi Prasad Devkota,poet,,nepal
1455,Kulananda Dhakal,astrologer,,nepal
1456,Subash Gajurel,director,,nepal
1457,Kul Gautam,civil servant,,nepal
1458,Siddhartha Gautama,"spiritual teacher, ""Supreme"" Buddha",,nepal
1459,Jhamak Ghimire,writer,,nepal
1460,Shrawan Ghimire,"producer, actor",,nepal
1461,Chhatra Man Singh Gurung,military officer,,nepal
1462,Pramesh Kumar Hamal,ambassador,,nepal
1463,Rajesh Hamal,actor,,nepal
1464,Chittadhar Hridaya,"poet, historian",,nepal
1465,Bedanand Jha,politician,,nepal
1466,Parmanand Jha,vice-president (born in India),,nepal
1467,Mangal Raj Joshi,astrologer,,nepal
1468,Daya Bir Singh Kansakar,"social worker, first blood donor in Nepal",,nepal
1469,Prem Bahadur Kansakar,fighter for democracy,,nepal
1470,Arjun Karki,"academician, social activist",,nepal
1471,Priyanka Karki,actress,,nepal
1472,Rookmangud Katawal,ex-chief of army staff,,nepal
1473,Sitaram Kattel,"comedian, actor, script writer, director",,nepal
1474,Kul Bahadur Khadka,Nepali army officer,,nepal
1475,Sumi Khadka,actress,,nepal
1476,Jhalnath Khanal,"premier, former prime minister",,nepal
1477,Anuradha Koirala,social activist,,nepal
1478,B.P. Koirala,former prime minister,,nepal
1479,Girija Prasad Koirala,former prime minister,,nepal
1480,Manisha Koirala,actress,,nepal
1481,Raj Ballav Koirala,actor,,nepal
1482,Sujata Koirala,"politician, deputy prime minister",,nepal
1483,Madhav Kumar,former prime minister,,nepal
1484,Dichen Lachman,"actress, producer",,nepal
1485,Bidhan Lama,"Olympic medalist, taekwondo player",,nepal
1486,Govind Prasad Lohani,ambassador,,nepal
1487,Indra Lohani,"lawyer, political talk show host, reporter",,nepal
1488,Prakash Chandra Lohani,"politician, economist",,nepal
1489,Bauddha Rishi Mahapragya,"poet, writer of Buddhist sermons",,nepal
1490,Buddhaghosa Mahasthavir,Buddhist monk,,nepal
1491,Dhammalok Mahasthavir,Buddhist monk,,nepal
1492,Kumar Kashyap Mahasthavir,Buddhist monk,,nepal
1493,Aniruddha Mahathera (Gaja Ratna Tuladhar),Buddhist monk,,nepal
1494,Gauri Malla,actress,,nepal
1495,Jagat Sundar Malla,"teacher, writer",,nepal
1496,Sapana Pradhan Malla,lawyer,,nepal
1497,Karishma Manandhar,actress,,nepal
1498,Melina Manandhar,"actress, producer",,nepal
1499,Tripti Nadakar,actress,,nepal
1500,Udit Narayan,"actor, singer, television personality",,nepal
1501,Yogmaya Neupane,"religious leader, women's rights activist, poet",,nepal
1502,Tenzing Norgay,mountaineer,,nepal
1503,Ram Kumar Panday,geographer,,nepal
1504,Raghuji Pant,politician,,nepal
1505,Yadav Pant,"economist, politician",,nepal
1506,Usha Poudel,"dancer, actress",,nepal
1507,Prachanda,"Maoist leader, former prime minister",,nepal
1508,Nanda Kishor Pun,chief commander of the People's Liberation army in Nepal,,nepal
1509,Hari Bahadur Rai,democracy activist,,nepal
1510,Usha Rajak,actress,,nepal
1511,Baber Shamsher Jang Bahadur Rana,former commander general,,nepal
1512,Sir Chandra Shamsher Jang Rana,former prime minister,,nepal
1513,Sir Jung Bahadur Rana,former prime minister,,nepal
1514,Kiran Shamsher Rana,army officer,,nepal
1515,Madhukar Shamsher Rana,economist,,nepal
1516,Mohan Shamsher Jang Bahadur Rana,former prime minister,,nepal
1517,C.K. Raut,"computer scientist, author, film director",,nepal
1518,Deepak Rayamajhi,film director,,nepal
1519,Dilip Rayamajhi,actor,,nepal
1520,Dilli Raman Regmi,"political figure, historian",,nepal
1521,Shiva Regmi,"director, producer, writer",,nepal
1522,Gopal Prasad Rimal,poet,,nepal
1523,Nima Rumba,"singer, actor, musician",,nepal
1524,Bala Krishna Sama,dramatist,,nepal
1525,Birendra Shah,journalist,,nepal
1526,Ganesh Shah,politician,,nepal
1527,Jal Shah,actress,,nepal
1528,Neer Shah,"actor, poet, lyricist, movie director",,nepal
1529,Prithvi Narayan Shah,former king,,nepal
1530,Tribhuvan Bir Bikram Shah,former king,,nepal
1531,Rishikesh Shaha,"writer, politician, human rights activist",,nepal
1532,Janardhan Sharma,politician,,nepal
1533,Murari Raj Sharma,ambassador,,nepal
1534,Ramesh K. Sharma,"physician, educator",,nepal
1535,Reecha Sharma,actress,,nepal
1536,Shankar Prasad Sharma,economist,,nepal
1537,Phurba Sherpa,"film maker, singer, producer, director",,nepal
1538,Kalidas Shrestha,"artist, sculptor, social activist",,nepal
1539,Madan Krishna Shrestha,comedian,,nepal
1540,Namrata Shrestha,actress,,nepal
1541,Rebati Ramanananda Shrestha,"freedom fighter, journalist, author",,nepal
1542,Shiv Shrestha,actor,,nepal
1543,Shrikrishna Shrestha,actor,,nepal
1544,Tej Kumar Shrestha,naturalist,,nepal
1545,Aaryan Sigdel,actor,,nepal
1546,Phatte Bahadun Singh,"poet, journalist",,nepal
1547,Mala Sinha,actress,,nepal
1548,Malvika Subba,"actress, television host, social activist",,nepal
1549,Surya Subedi,"academic, barrister, professor, author",,nepal
1550,Purna Kaji Tamrakar,"merchant, author, journalist",,nepal
1551,Amar Singh Thapa,"military leader, national hero",,nepal
1552,Bhakti Thapa,national hero,,nepal
1553,Bipana Thapa,actress,,nepal
1554,Jharna Thapa,actress,,nepal
1555,Rekha Thapa,actress,,nepal
1556,Sunil Thapa,actor,,nepal
1557,Surya Bahadur Thapa,former prime minister,,nepal
1558,Kul Ratna Tuladhar,engineer,,nepal
1559,Padma Ratna Tuladhar,"politician, human rights activist",,nepal
1560,Shailendra Kumar Upadhyaya,politician,,nepal
1561,Shrikrishna Upadhyay,economist,,nepal
1562,Nikhil Upreti,actor,,nepal
1563,Ram Baran Yadav,president of Nepal,,nepal
1564,Upendra Yadav,politician,,nepal
1565,Dharma Ratna Yami,"freedom fighter, author, politician",,nepal
1566,Hisila Yami,"politician, architect",,nepal
1567,Yunus Nadi Abalioglu,journalist,,turkey
1568,Sait Faik Abasiyanik,writer,,turkey
1569,Daron Acemoglu,economist,,turkey
1570,Peker Acikalin,actor,,turkey
1571,Hadise Acikgoz,singer,,turkey
1572,Adnan Adivar,"politician, writer, historian, professor",,turkey
1573,Halide Edip Adivar,"novelist, political leader",,turkey
1574,Cem Adrian,"singer, songwriter, producer, director",,turkey
1575,Gullu Agop,theater director,,turkey
1576,Zeynep Ahunbay,scholar of antiquities,,turkey
1577,Omer Lutfi Akad,film director,,turkey
1578,Lutfi Akadli,"judge, former president Constitutional Court of Turkey",,turkey
1579,Haluk Akakce,artist,,turkey
1580,Besim Omer Akalin,scientist,,turkey
1581,Demet Akalin,singer,,turkey
1582,Tarik Akan,"actor, producer",,turkey
1583,Funda Akar,musician,,turkey
1584,Nasuh Akar,"Olympic medalist, wrestler",,turkey
1585,Zeki Akar,judge,,turkey
1586,Baris Akarsu,musician,,turkey
1587,Ezel Akay,"actor, producer, screen playwright",,turkey
1588,Demet Akbag,actress,,turkey
1589,Humeyra Akbay,"actress, singer, composer, lyricist",,turkey
1590,Taner Akcam,"historian, sociologist",,turkey
1591,Burak Akcapar,"diplomat, scholar",,turkey
1592,Halit Akcatepe,actor,,turkey
1593,Sitki Akcatepe,actor,,turkey
1594,Ali Akemir,professor,,turkey
1595,Azra Akin,"actress, former Miss World",,turkey
1596,Filiz Akin,actress,,turkey
1597,Sunay Akin,"poet, writer, television host, journalist",,turkey
1598,Deniz Akkaya,actress,,turkey
1599,Metin Akpinar,actor,,turkey
1600,Necil Kazim Akses,composer,,turkey
1601,Mehmet Aksoy,sculptor,,turkey
1602,Muammer Aksoy,"politician, columnist, intellectual, academic",,turkey
1603,Sezen Aksu,"singer, songwriter",,turkey
1604,Irsadi Aksun,professor,,turkey
1605,Derya Aktop,boxer,,turkey
1606,Derya Alabora,actress,,turkey
1607,Memet Ali Alabora,actor,,turkey
1608,Mazhar Alanson,musician,,turkey
1609,Zeki Alasya,"actor, director",,turkey
1610,Aysegul Aldinc,"singer, actress",,turkey
1611,Ceyda Ales,actress,,turkey
1612,Ayla Algan,"actress, singer",,turkey
1613,Sadri Alisik,actor,,turkey
1614,Ahmet Alkan,economist,,turkey
1615,Cetin Altan,"writer, journalist, politician",,turkey
1616,Halil Altindere,artist,,turkey
1617,Mustafa Altioklar,"director, producer, screenwriter",,turkey
1618,Emre Altug,"singer, songwriter, actor",,turkey
1619,Albert Jean Amateau,"rabbi, social activist, lawyer",,turkey
1620,Ihsan Oktay Anar,"writer, illustrator, academic, translator",,turkey
1621,Melih Cevdet Anday,"poet, writer",,turkey
1622,Esref Apak,"Olympic medalist, hammer thrower",,turkey
1623,Mujde Ar,actress,,turkey
1624,Zafer Aracagok,composer,,turkey
1625,Emre Araci,"music historian, conductor, composer",,turkey
1626,Oguz Aral,cartoonist,,turkey
1627,Avni Arbas,artist,,turkey
1628,Engin Ardic,"writer, journalist",,turkey
1629,Bulent Arel,composer,,turkey
1630,Burak Arikan,artist,,turkey
1631,Meltem Arikan,"novelist, playwright",,turkey
1632,Cuneyt Arkin,"actor, director, producer",,turkey
1633,Ayse Arman,"journalist, columnist",,turkey
1634,Aytac Arman,actor,,turkey
1635,Sadri Maksudi Arsal,"statesman, scholar, translator",,turkey
1636,Osman Arslan,"judge, president court of Cassation Turkey",,turkey
1637,Goksel Arsoy,actor,,turkey
1638,Sedat Artuc,"Olympic medalist, weightlifter",,turkey
1639,Omer Asan,"photographer, writer",,turkey
1640,Ezgi Asarogul,actress,,turkey
1641,Duygu Asena,"journalist, author",,turkey
1642,Hatice Aslan,actress,,turkey
1643,Mehmet Aslantug,actor,,turkey
1644,Tomur Atagok,"painter, professor",,turkey
1645,Hande Ataizi,actress,,turkey
1646,Ruzen Atakan,painter,,turkey
1647,Abdullah Atalar,"scientist, academic",,turkey
1648,Bulent Atalay,"author, scientist, artist",,turkey
1649,Kutlug Ataman,"filmmaker, artist",,turkey
1650,Vildan Atasever,actress,,turkey
1651,Mustafa Kemal Ataturk,"army officer, revolutionary statesman, former president, founder of the Republic of Turkey",,turkey
1652,Oguz Atay,"novelist, engineer",,turkey
1653,Celal Atik,"Olympic medalist, wrestler",,turkey
1654,Ismet Atli,"Olympic medalist, wrestler",,turkey
1655,Sedef Avci,actress,,turkey
1656,Nazmi Avluca,"Olympic medalist, wrestler",,turkey
1657,Hulya Avsar,"actress, talk show host, singer",,turkey
1658,Mehmet Aydin,philosopher,,turkey
1659,Kazim Ayvaz,"Olympic medalist, wrestler",,turkey
1660,Ali Babacan,politician,,turkey
